question_id,course,question,gold_answer,source_slide_or_note,slide_number
Q121,Expert Systems,What is an expert system according to Professor Edward Feigenbaum?,According to Professor Edward Feigenbaum of Stanford University an expert system is a computer system that emulates or acts in all respects with the decision-making capabilities of a human expert. An expert system takes its roots in Cognitive Science and was among the first successful applications of AI to real-world problems. Expert systems are computer programs that try to replicate the knowledge and skills of human experts in some domain. A computer system whose behaviour is determined by rules obtained from a human expert is called an expert system a rule-based system a knowledge-based system or an intelligent system.,chapter01.pptx,4
Q122,Expert Systems,What are the two main components of an expert system and what does each do?,The two main components of an expert system are: The Knowledge Base — which contains the domain knowledge obtainable from books magazines knowledgeable persons and other sources. It stores the facts and rules representing the expert's decision-making processes and is also known as the rule base. The Inference Engine — which draws conclusions from the knowledge base by applying rules to the known facts to derive new facts or reach conclusions. Together these two components allow the expert system to emulate the reasoning of a human expert.,chapter01.pptx,7
Q123,Expert Systems,What is the difference between a problem domain and a knowledge domain?,An expert's knowledge is specific to one problem domain such as medicine finance science or engineering. The expert's knowledge about solving specific problems within that domain is called the knowledge domain. The problem domain is always a superset of the knowledge domain — meaning the problem domain is broader and encompasses more than what the expert knows. Not all problems within a domain are covered by the expert's knowledge.,chapter01.pptx,9
Q124,Expert Systems,What are the main advantages of expert systems?,The main advantages of expert systems include: Increased availability (accessible anytime unlike human experts) Reduced cost (cheaper than employing a human expert constantly) Reduced danger (can operate in hazardous environments) High performance Multiple expertise (can combine knowledge of several experts) Increased reliability Explanation (can explain its reasoning) Fast response Steady unemotional and complete responses at all times serving as an Intelligent tutor and Intelligent database. Additionally expert systems help in preservation of knowledge building corporate memory and can be used under time pressure.,chapter01.pptx,11-12
Q125,Expert Systems,What are the limitations of expert systems?,Expert systems cannot generalise through analogy to reason about new situations in the way people can. They are not good at recognising when no answer exists or when the problem is outside their area of expertise. Expert systems cannot replace human decision makers because the rules abstracted from human experts cannot capture everything. The practical limitation of many expert systems today is the lack of causal understanding — they do not really understand the underlying causes and effects in a system. They have difficulty dealing with deep knowledge (based on basic structure function and behaviour of objects) and are better suited to shallow knowledge (empirical and heuristic knowledge).,chapter01.pptx,18
Q126,Expert Systems,What is knowledge engineering and what are the roles involved in building an expert system?,Knowledge engineering is the process of building an expert system. The process involves three parties: The Knowledge Engineer who establishes a dialogue with the human expert to elicit knowledge then codes the knowledge explicitly in the knowledge base. The Human Expert (also called the Domain Expert or Subject Matter Expert) who provides the expertise and evaluates the expert system giving critique to the knowledge engineer. The User who interacts with the finished system. The knowledge engineer may NOT be the domain expert and should not become their own expert. Prior to meeting the domain expert the knowledge engineer should familiarise themselves with the problem the domain and the terminology used within the domain.,chapter01.pptx,14
Q127,Expert Systems,Describe the stages in the development of an expert system.,The stages in expert system development are: Feasibility Study (determine if the project is feasible) Rapid Prototype (demonstrate ideas and impress stakeholders) Refined System (verification by knowledge engineers) Field Testable System (tested by selected users) Commercial Quality System (validation and full testing) and Maintenance and Evolution (repair bugs and enhance capabilities). The development should result in a quality product that is cost effective and timely. Substantial development time is devoted to building the knowledge base.,chapter01.pptx,13-14
Q128,Expert Systems,What is the difference between shallow knowledge and deep knowledge in expert systems?,Shallow knowledge is based on empirical and heuristic knowledge — rules of thumb and experience-based associations that link observations to conclusions without necessarily understanding the underlying mechanism. It is easier to program and is the basis of most current expert systems. Deep knowledge is based on the basic structure function and behaviour of objects — it represents a genuine causal understanding of the domain. The practical limitation of many expert systems today is lack of causal understanding (deep knowledge) meaning the system does not really understand why things happen only that they do.,chapter01.pptx,17
Q129,Expert Systems,What is the role of the inference engine in an expert system and how does it relate to forward and backward chaining?,The inference engine is the control mechanism of the expert system that draws conclusions from the knowledge base. It applies rules to known facts to derive new conclusions. Two main chaining strategies are: Forward chaining (data-driven) — starts from known facts and applies rules to derive new facts moving forward toward a goal conclusion. Backward chaining (goal-driven) — starts with a goal hypothesis and works backwards to find the facts that would support it. PROLOG uses backward chaining to divide problems into smaller problems and solve them. AND-OR trees also use backward chaining.,chapter03.pptx,slides
Q130,Expert Systems,What are the main types of logic used in expert system inference?,The main types of logic used in expert system inference include: Deduction (reasoning where conclusions must follow from premises — the most rigorous form) Induction (inference from specific cases to the general — cannot be proven absolutely correct) Analogy (inferring conclusions based on similarities with other situations) Abduction (reasoning backwards from a true condition to the premises that may have caused it) Default (reasoning based on absence of specific knowledge) Autoepistemic (self-knowledge) Intuition (no proven theory) Heuristics (rules of thumb based on experience) and Generate and test (trial and error). Expert systems may use both deductive and inductive rules based on heuristic information.,chapter03.pptx,slides
Q131,Expert Systems,What is a syllogism and how does it relate to IF-THEN rules in expert systems?,A syllogism is a form of deductive argument consisting of two premises and one conclusion. For example: All basketball players are tall (premise 1) Jason is a basketball player (premise 2) Therefore Jason is tall (conclusion). This maps directly to an IF-THEN production rule: IF all basketball players are tall AND Jason is a basketball player THEN Jason is tall. Deductive arguments guarantee that conclusions reached from true premises are themselves true. Expert systems express knowledge using IF-THEN rules which are essentially formalisations of syllogistic reasoning.,chapter03.pptx,slides
Q132,Expert Systems,What is a Finite State Machine (FSM) and how is it used in expert systems?,A Finite State Machine (FSM) is a diagram describing the finite number of states of a machine. At any one time the machine is in exactly one particular state. The machine accepts input and progresses to the next state based on the input. FSMs are often used in compilers and validity-checking programs. FSMs are used in expert systems to characterise state spaces and problem spaces — defining the transitions an object can make from one state to another. A well-formed problem for an FSM requires an explicit problem goal and operations the system to be deterministic (certain of the next state when an operator is applied) the problem space to be bounded and the states to be discrete.,chapter03.pptx,slides
Q133,Expert Systems,What is uncertainty in the context of expert systems and what are the theories used to deal with it?,Uncertainty is essentially the lack of sufficient information to formulate a decision — it may result in poor decisions. Both human experts and expert systems must deal with uncertainty. Theories used to deal with uncertainty include: Bayesian Probability (classical probability applied to update beliefs with new evidence) Hartley Theory Shannon Theory Dempster-Shafer Theory (models uncertainty as a range of probabilities rather than a single number) Markov Models (reasoning about probabilistic state transitions over time) and Zadeh's Fuzzy Theory (handles degrees of truth rather than binary true/false). Deductive reasoning deals with exact facts and conclusions while inductive reasoning supports conclusions without guaranteeing them.,chapter04_AI.pptx,slides
Q134,Expert Systems,What are Type I and Type II errors in the context of expert systems?,Type I Error is accepting a hypothesis when it is not true — also called a False Positive. For example diagnosing a patient with a disease they do not have. Type II Error is rejecting a hypothesis when it is true — also called a False Negative. For example failing to diagnose a disease the patient actually has. Both types of errors contribute to uncertainty in expert systems. Additionally errors of precision (how well the truth is known) and errors of accuracy (whether something is true or not) are measurement-related uncertainties. Random fluctuations (random error) and systematic errors (from bias) are also sources of measurement uncertainty.,chapter04_AI.pptx,slides
Q135,Expert Systems,What is classical probability and what is its fundamental theorem?,Classical probability was first proposed by Pascal and Fermat in 1654. It is also called a priori probability because it deals with ideal games or systems. It assumes that all possible events are known and each event is equally likely to happen. The fundamental theorem is: P = W / N where W is the number of wins (favourable outcomes) and N is the number of equally possible events. Classical probability applies to deterministic ideal systems. When repeated trials give the exact same results the system is deterministic; otherwise it is nondeterministic. The three axioms of the formal theory of probability form its mathematical foundation.,chapter04_AI.pptx,slides
Q136,Expert Systems,What is Bayes' Theorem and how was it used in the PROSPECTOR expert system?,Bayes' Theorem gives the inverse of conditional probability — it finds the probability of an earlier event given that a later one has occurred. It is the foundation of the Bayesian method for dealing with uncertainty in expert systems. PROSPECTOR was an expert system that used Bayesian reasoning and achieved great fame as the first expert system to discover a valuable molybdenum deposit worth $100 million. Bayes' Theorem is commonly used for decision tree analysis in business and social sciences. The conditional probability P(A|B) represents the probability of event A occurring given that event B has already occurred.,chapter04_AI.pptx,slides
Q137,Expert Systems,What is a Markov Chain and what are its key characteristics?,A Markov Chain is a mathematical model used for temporal reasoning — reasoning about events that depend on time and probabilistic state transitions. It involves: a Transition Matrix (representing the probabilities that the system in one state will move to another) and a State Matrix (depicting the probabilities that the system is in any certain state). The system may converge to a Steady-State Matrix representing equilibrium. Key characteristics of a Markov Chain process are: it has a finite number of possible states the process can be in one and only one state at any given time it moves successively from one state to another over time and the probability of a move depends only on the immediately preceding state (not history).,chapter04_AI.pptx,slides
Q138,Expert Systems,What are the sources of uncertainty in rule-based expert systems?,The sources of uncertainty in rule-based expert systems include: Uncertainty related to individual rules (the rules themselves may be imprecise or heuristic) Uncertainty due to conflict resolution (which rule fires when multiple rules match — depends on explicit priority implicit priority specificity recency ordering lexicographic priority and means-ends analysis) Uncertainty due to incompatibility of rules (contradictory or subsumed rules). Additional sources include: Potential contradiction of rules Subsumption of rules (one rule's antecedent is a subset of another's) Redundant rules Missing rules and Data fusion (combining data from different information types). When a fact is entered in working memory it receives a unique timetag indicating when it was entered.,chapter05.pptx,slides
Q139,Expert Systems,What is the difference between verification and validation in expert systems?,Verification refers to minimising local uncertainties — it is concerned with the correctness of the system's building blocks (the individual rules). It ensures that each rule is correctly formed and logically sound. Validation refers to minimising global uncertainties of the entire expert system — it ensures the system as a whole gives the correct answers. A system may pass verification (all rules are correct individually) but still fail validation (the overall system does not produce the right conclusions). The knowledge engineer endeavours to minimise or eliminate uncertainty as part of both verification and validation.,chapter05.pptx,slides
Q140,Expert Systems,What are certainty factors (CF) and how were they used in MYCIN?,Certainty factors (CF) are a method of dealing with uncertainty originally developed for the MYCIN expert system. The CF is a way of combining belief and disbelief into a single number. Positive CF means evidence supports the hypothesis. CF = 1 means evidence definitely proves the hypothesis. CF = 0 means there is no evidence or belief and disbelief completely cancel out. Negative CF means evidence favours the negation of the hypothesis. In MYCIN a rule's antecedent CF must be greater than 0.2 for the antecedent to be considered true and activate the rule — this threshold minimises activation of rules that only weakly suggest the hypothesis and improves efficiency.,chapter05.pptx,slides
Q141,Expert Systems,What is the Dempster-Shafer Theory and how does it differ from Bayesian probability?,The Dempster-Shafer Theory is a method of inexact reasoning that models uncertainty as a range of probabilities rather than a single probabilistic number. It assumes a fixed set of mutually exclusive and exhaustive elements called the environment (Θ). This set is called a Frame of Discernment when elements represent possible answers with only one correct answer. Unlike Bayesian theory where posterior probability changes as evidence is acquired in Dempster-Shafer theory belief in evidence may vary. It assigns mass functions to subsets of the environment (not forced to assign belief to ignorance). Dempster's Rule combines masses to produce a new mass representing the consensus of possibly conflicting evidence. The lower bound is called Support the upper bound is Plausibility.,chapter05.pptx,slides
Q142,Expert Systems,What is Fuzzy Logic and what role does it play in expert systems?,Fuzzy Logic is a theory of uncertainty developed by Zadeh that handles degrees of truth rather than binary true/false values. It allows expert systems to reason with imprecise or vague information — such as tall warm or fast — by assigning degrees of membership between 0 and 1 rather than requiring crisp boundaries. Fuzzy logic is used in commercial applications across many domains. However the ad hoc introduction of fuzzy logic formulas into a probabilistic system is problematic because the expert system may lack the sound theoretical foundation based on classical probability. The danger of ad hoc methods is the lack of a complete theory to guide the application or warn of inappropriate situations.,chapter05.pptx,slides
Q143,Expert Systems,What are the key considerations when selecting a problem for expert system development?,Key considerations include: Clearly identifying the problem the expert and the users. Understanding why the system is being built and what the payoff is (money efficiency etc.). Addressing intellectual property agreements. Knowing what tools will be available. Checking the web for existing applications. Understanding the language necessary to create semantic relationships. Estimating the cost (a function of people resources and time). Knowing how available the knowledge is. The domain should be relatively stable — dramatic changes during development should not be foreseen. There simply may not be an expert for some problems (e.g. lottery forecasting) making those unsuitable for expert system development.,chapter06.pptx,slides
Q144,Expert Systems,What are the main types of errors that can occur during expert system development?,Errors in expert system development include: Expert's knowledge may be erroneous propagating errors throughout the entire development process (requiring formal certification of the expert through technique panels or focus groups). Knowledge may not be properly communicated to or may be misinterpreted by the knowledge engineer. The knowledge base may be corrupted by entering incorrect rules or facts. Inference engine errors may result from errors in pattern matching conflict resolution and execution of actions. Inference chain errors may be caused by erroneous knowledge semantic errors inference engine bugs incorrect rule priorities and strange interactions among rules. Limits of ignorance is a problem common to all previous stages.,chapter06.pptx,slides
Q145,Expert Systems,Describe the main life cycle models used in expert system development.,The main life cycle models are: Waterfall Model — each stage ends with verification and validation; arrows go back and forth only one stage at a time; assumes all information is known before each stage. Code-and-Fix Model — code is written then fixed when incorrect; usually chosen by beginners; led to the do-it-twice concept of prototype then final system. Incremental Model — a refinement of the waterfall; develops software in increments of functional capability (major increments: assistant → colleague → expert; minor increments: expertise within each level; microincrements: adding or refining individual rules). Spiral Model — each circuit of the spiral adds functional capability to the system. The Linear Model has six stages: Planning Knowledge Definition Knowledge Design Code and Checkout Knowledge Verification and System Evaluation.,chapter06.pptx,slides
Q146,Expert Systems,What famous early expert systems exist and what domains did they address?,Notable early expert systems include: DENDRAL (1969 — developed by Feigenbaum and others at Stanford — the first system to show the importance of domain-specific knowledge — identifies organic compounds from mass spectrometer data widely used by research chemists). MYCIN (medical diagnosis expert system for blood infections and bacterial diseases — developed the certainty factor approach — the rule in the question about bacteroides comes from MYCIN/EMYCIN). XCON (also called R1 — developed by McDermott in 1982 — first commercial expert system for configuring VAX computers at DEC — by 1986 saving DEC $40 million per annum). PROSPECTOR (mineral exploration — first ES to discover a valuable molybdenum deposit worth $100 million using Bayesian reasoning). PUFF (designed for analysis of lung function tests). INTERNIST/CADUCEUS (internal medicine diagnosis).,Expert_Systems_Questions_Answered.md,pages 7-11
Q147,Expert Systems,What is the role of the explanation facility in an expert system?,Because of the great potential for harm from incorrect decisions an expert system must be able to justify its conclusions. The explanation facility provides an understandable check of the reasoning — it allows users to understand how and why a conclusion was reached. The explanation interface is the interface through which a user can find out where they are in the reasoning process. A meta-rule is essentially a meta-explanation that explains the expert system's explanation of its reasoning. The explanation facility is a key advantage of expert systems over other decision-support tools since it provides transparency in the decision-making process.,Expert_Systems_Questions_Answered.md,page 4
Q148,Expert Systems,What are the components that form the core of an expert system?,The core components of an expert system are: The Inference Engine (the control mechanism that applies rules to derive conclusions) The Knowledge Base (also called the Rule Base — stores the domain knowledge as rules and facts) The User Interface (allows the user to interact with the system) and The Explanation System (provides explanations of the reasoning process). Additional components include: The Knowledge-Base Editor (used by the domain expert and knowledge engineer to input and debug rules and keep track of rule traces) Working Storage/Scratchpad (temporary memory holding current facts and intermediate conclusions) and potentially a Database component connected to external data sources.,Expert_Systems_Questions_Answered.md,page 9
Q149,Expert Systems,What is an expert system shell and what are examples of well-known shells?,An expert system shell is a general toolkit that can be used to build a number of different expert systems depending on which knowledge base is added to it. The shell contains the inference engine explanation system and user interface without any domain-specific knowledge — the knowledge engineer adds the knowledge base appropriate to the problem. CLIPS is a shell that provides a language for expressing rules and mainly uses forward chaining to derive conclusions. CLIPS notation is similar to LISP. Other shells and tools include: OPS5 ART JESS (a Java-based rule engine similar to CLIPS) ECLIPSE and PROLOG (a backward-chaining AI language). The best way to model expert system architecture is to use UML (Unified Modelling Language).,Expert_Systems_Questions_Answered.md,pages 12-13
Q150,Expert Systems,What are the different categories of knowledge in epistemology and why are they relevant to expert systems?,Epistemology is the formal study of knowledge — concerned with its nature structure and origins. The key categories are: A Priori Knowledge — that which precedes independent of the senses universally true and cannot be denied without contradiction. A Posteriori Knowledge — derived from the senses not always reliable and deniable on the basis of new knowledge. Procedural Knowledge — knowing how to do something (e.g. fixing a watch riding a bicycle). Declarative Knowledge — knowledge that something is true or false (expressed as statements e.g. do not touch a hot wire). Tacit Knowledge — unconscious knowledge that cannot be expressed by language (e.g. knowing how to walk or breathe). In rule-based expert systems declarative and procedural knowledge are most commonly represented in IF-THEN rules.,chapter02.pptx,slides
Q151,Expert Systems,What is the difference between heuristics and algorithms in the context of expert systems?,An algorithm is an ideal solution that is guaranteed to yield a solution in a finite amount of time. When an algorithm is not available or is insufficient we rely on artificial intelligence and heuristics. A heuristic is a Greek word meaning to discover — it refers to rules of thumb or empirical knowledge gained from experience that may aid in finding a solution but are not guaranteed to work. Expert systems rely on inference — they accept a reasonable solution rather than guaranteeing an optimal one. Heuristics are not guaranteed to succeed in the same way that an algorithm is a guaranteed solution. Expert systems may consist of both deductive and inductive rules based on heuristic information.,chapter01.pptx,slides
Q152,Expert Systems,What is a production system and what are its key principles?,A production system is a rule-based system where knowledge is represented as IF-THEN production rules. Examples of production rules include: IF Saturday OR Sunday THEN gone to cinema. IF NOT (Saturday OR Sunday) THEN gone to work. IF gone to cinema THEN gone outside. The principles governing a production system are: Someone must determine the objectives of the system its concepts and the rules that apply to its decisions. The rules are general and do not describe a specific situation. In a specific situation you will have or be able to get the facts needed to apply the rules. The knowledge base stores these rules separately from the control program (inference engine).,Expert_Systems_Questions_Answered.md,pages 6-7
Q153,Expert Systems,How are expert systems classified by size and what are the thresholds?,Based on the number of rules in the rule base expert systems may be classified as small medium and large. A medium system may consist of up to 10000 rules in its rule base. In expert system development substantial time is devoted to building the knowledge base. For some problems there may not be a human expert available (such as lottery forecasting) making those domains unsuitable for expert system development. The domain should be relatively stable during the development period. For an ideal expert system development two knowledge engineers should be used where at least one is experienced in the development and implementation of successful expert systems.,Expert_Systems_Questions_Answered.md,page 1
Q154,Expert Systems,What is the knowledge engineer's role and what principles should guide the selection of a domain expert?,The knowledge engineer establishes a dialogue with the human expert to elicit knowledge then codes the knowledge explicitly in the knowledge base. The knowledge engineer's interface is used for inputting rules debugging output and keeping track of rule traces. Principles for selecting a domain expert include: Select an expert whose performance is generally acknowledged to be above and beyond that of most others. Select an expert with a successful track record over a period of time. Select an expert who is willing and able to communicate their personal knowledge and is relatively articulate. Select an expert who is willing and able to devote the time necessary to support the development effort. It is believed that it takes approximately 15 years to become an expert in a particular domain.,Expert_Systems_Questions_Answered.md,pages 10-11
Q155,Expert Systems,What are the advantages of rule-based knowledge representation in expert systems?,Using rule-based representation has several advantages over other forms of knowledge representation: Rules represent a particularly natural mode of knowledge representation minimising the learning time needed to develop rule bases. The learning curve for rule-based expert systems is shallower than for alternative modes of representation. Rules are transparent and far more transparent than the modes of representation used by competing approaches. Rule bases can be relatively easily modified — additions deletions and revisions to rule bases are relatively straightforward. IF-THEN rules allow the expert system to represent knowledge as a hierarchy where rules are activated by facts or other rules producing new facts or conclusions.,Expert_Systems_Questions_Answered.md,page 9-10
Q156,Expert Systems,What are semantic nets and how do they represent knowledge?,A semantic net is basically a graphical depiction of knowledge that may show hierarchical relationships between objects. It is one of the major knowledge representation schemes used in expert systems alongside production rules predicate calculus first-order logic and Object-Attribute-Value (OAV) triples. Semantic nets represent knowledge through nodes (objects or concepts) connected by labelled arcs (relationships between them). They are useful for representing inheritance hierarchies and associative relationships. The sentence Accra is the capital of Ghana can be represented as a proposition — a basic unit of declarative knowledge that is true or false — and such propositions can be nodes and relationships in a semantic net.,Expert_Systems_Questions_Answered.md,page 12
Q157,Expert Systems,What is the Markov Decision Process and what are its key properties?,A Markov Decision Process (MDP) is a mathematical framework for reasoning about sequences of decisions under uncertainty. The process is stochastic (probabilistic). Key properties are: the process has a finite number of possible states the process can be in only one state at any one time the process moves successively from one state to another over time and the probability of a move depends only on the immediately preceding state (not on the full history — the Markov property). A transition matrix represents the probabilities of moving from one state to another. A state matrix depicts the probability of being in each state at a given time. The system may converge to a steady-state matrix — a time of equilibrium.,chapter04_AI.pptx,slides
Q158,Expert Systems,What is natural language processing and what are its two main sub-branches?,Natural language processing (NLP) is a branch of AI concerned with enabling computers to understand and communicate in human language. Speech recognition allows a computer to respond to voice input — the goal is to simplify interactive communication between humans and computers. NLP is divided into two sub-branches: Natural Language Understanding — explores methods of computer comprehension of human language stimuli and Natural Language Generation/Production — the ability of a computer to communicate verbally with a human. Training is the process of using examples to develop a neural network that associates the input pattern with the correct answer — a set of examples with known outputs is repeatedly fed into the network.,Expert_Systems_Questions_Answered.md,pages 4-6
Q159,Expert Systems,What is the types-of-belief framework used in reasoning under uncertainty?,The types of belief used in reasoning under uncertainty are: Possible — no matter how remote the hypothesis cannot be ruled out. Probable — there is some evidence favouring the hypothesis but not enough to prove it. Plausible — more than a mere possibility exists (stronger than possible but less than probable). Certain — the evidence is logically true or false (definitively established). Impossible — the hypothesis is false and can be ruled out entirely. This framework allows expert systems to express graduated degrees of confidence in their conclusions rather than binary true/false judgements — essential when dealing with incomplete or conflicting evidence.,chapter04_AI.pptx,slides
Q160,Expert Systems,What are the roles of expertise and intelligence in expert systems?,Expertise is a large amount of knowledge in a particular domain — it enables a person or system to find solutions much faster than a novice. Intelligence allows you to use your expertise — to apply the knowledge appropriately to the situation at hand. Expertise and intelligence are not the same things although they are related. Experts include doctors chess grandmasters financial wizards and chefs. It is believed that it takes approximately 15 years to become an expert in a particular domain. The expert in an expert system development context becomes a component of the overall decision-making process (a decision support role) and may ask another expert to join in making decisions. Expert systems preserve expertise and build corporate memory for organisations.,Expert_Systems_Questions_Answered.md,pages 7-8
Q161,Introduction to Compilers,What is a compiler and what does it do?,A compiler is a program that reads a program written in one language (the source language) and translates it into another language (the target language). Traditionally compilers translate from high-level programming languages suitable for human programmers into low-level machine language required by computers. During this process the compiler also attempts to spot and report obvious programmer mistakes detected during the translation process. The entire source program is taken as input and object code or an executable file is produced as output. After compilation execution is faster and any errors are shown after the full compilation.,Compilers_and_Interpretors.pptx,2
Q162,Introduction to Compilers,What is interpretation and how does it differ from compilation?,Interpretation is the process of executing a program directly without first translating the entire program into machine code. An interpreter reads the source program analyses statements and carries out the required actions — usually processing one statement or instruction at a time. It may perform lexical syntax and semantic analysis internally before execution. Key differences from compilation: an interpreter processes one statement at a time and usually does not produce a separate executable file while a compiler takes the entire program as input and produces object/executable code. Interpreted execution is usually slower while compiled execution is faster after the initial compilation step. Debugging is easier in interpreted mode because errors are reported close to the statement being executed.,Interpretation_Detailed_Notes_on_Compilers_.pptx,slides
Q163,Introduction to Compilers,What are the main stages of the interpretation process?,The main stages of interpretation are: Read (obtain the next statement expression command or line of code from a source file command line or interactive shell) Analyze (identify tokens syntax and meaning — this covers lexical syntax and semantic analysis) Evaluate (perform the operation described by the current statement — expressions are evaluated assignments are made functions are called and memory state is updated) Print (display visible output when required such as when print() is reached or in interactive mode) and Loop (the cycle repeats from Read until the program ends the user exits or an error stops execution). This cycle is known as the Read-Evaluate-Print Loop (REPL) common in interactive environments like the Python shell.,Interpretation_Detailed_Notes_on_Compilers_.pptx,slides
Q164,Introduction to Compilers,What is lexical analysis in the context of interpretation and what are tokens?,Lexical analysis is the stage in which the interpreter (or compiler) breaks a statement into tokens — the smallest meaningful units in the program. Examples of tokens include identifiers operators constants keywords and delimiters. For the statement x = 5 + 3: x is an identifier = is an assignment operator 5 is an integer literal + is an arithmetic operator and 3 is an integer literal. Invalid characters are detected at this lexical analysis stage. For example if extra is misspelled as ex$tra the $ character constitutes a lexical error because $ is not a valid character in most programming language identifiers.,Interpretation_Detailed_Notes_on_Compilers_.pptx,slides
Q165,Introduction to Compilers,What is syntax analysis (parsing) and what errors does it detect?,Syntax analysis (parsing) is the stage after tokenisation where the interpreter or compiler checks whether the tokens follow the grammar rules of the language. This stage determines the structure of a statement. Syntax errors are reported when the arrangement of tokens violates grammar rules. For example x = 5 + 3 is correct while x = 5 + is incorrect because the operator + has no right-hand operand. Some interpreters parse an entire block before executing it. The syntax analyser uses grammar rules such as expr → expr + term to build a structural representation of the statement. A syntax error would occur if b * c was written as b * * c (double operator).,Interpretation_Detailed_Notes_on_Compilers_.pptx,slides
Q166,Introduction to Compilers,What is semantic analysis and what errors does it detect?,Semantic analysis checks whether a statement is meaningful — it goes beyond structure to verify that the operations make sense. It checks variable existence valid operations type compatibility and scope rules. A statement may be syntactically correct but semantically wrong — for example x = Hello + 5 would be a type error because a string and an integer cannot be added directly. In dynamic languages some semantic errors are discovered only when execution reaches the statement at runtime. Semantic errors detected by the compiler/interpreter include type mismatches and using undeclared variables. Missing semicolons and invalid syntax structure are syntax errors not semantic errors.,Midsem_Questions_Extracted.docx,Q54
Q167,Introduction to Compilers,What is an Abstract Syntax Tree (AST) and what role does it play in compilation/interpretation?,An Abstract Syntax Tree (AST) is an internal representation of the structure of a source program statement. Many interpreters and compilers convert statements into an AST after lexical and syntax analysis. The tree shows the hierarchical relationships between operations and operands. For example for x = 5 + 3 the AST shows an assignment node with x on the left and a + node on the right with children 5 and 3 — making it clear that 5 + 3 is evaluated first then the result is assigned to x. The syntax analyser builds parse trees using grammar rules like expr → expr + term where operator precedence and associativity determine the tree structure (* and / have higher precedence than + and -).,Interpretation_Detailed_Notes_on_Compilers_.pptx,slides
Q168,Introduction to Compilers,What is the REPL and where is it commonly used?,REPL stands for Read → Evaluate → Print → Loop. It is an interactive programming environment that reads a user's input evaluates it executes it and prints the result before looping back to read the next input. The cycle continues until the program ends the user exits or an error stops execution. REPL environments are common in Python shells command shells and other interactive scripting environments. In a REPL the Read phase happens every time the user enters a command. REPLs are especially useful for learning programming because students can type commands and see results immediately.,Interpretation_Detailed_Notes_on_Compilers_.pptx,slides
Q169,Introduction to Compilers,What are the types of errors that can occur in an interpreted or compiled program?,The main types of errors are: Lexical errors (invalid symbol or character — e.g. x = 10 @ 2 where @ is invalid) Syntax errors (grammar or structure violation — e.g. if x > 5 with no colon or body) Semantic errors (meaning or type problem — e.g. Age minus 5 where Age is a string) Runtime errors (failure while executing — e.g. division by zero: 10 / 0) and Logical errors (program runs but result is wrong — e.g. computing average as total divided by 2 instead of count). Logical errors are often not detected automatically because the program may still execute successfully. Lexical errors are identified during lexical analysis syntax errors during syntax analysis and semantic errors during semantic analysis.,Interpretation_Detailed_Notes_on_Compilers_.pptx,slides
Q170,Introduction to Compilers,What are the advantages and limitations of interpretation compared to compilation?,Advantages of interpretation: Immediate execution (no separate compilation step) Easy debugging (errors reported close to the failing statement) Good for learning (immediate feedback) Flexibility (useful for dynamic languages where types may change at runtime) and Portability (same source runs on any system with the correct interpreter). Limitations of interpretation: Slower execution (translation and execution happen simultaneously at runtime) Interpreter dependency (the interpreter must be installed on the target machine) Less aggressive optimisation than ahead-of-time compilers Source code exposure (interpreted programs are often distributed in readable form) and some errors may only appear when the faulty statement is reached during execution.,Interpretation_Detailed_Notes_on_Compilers_.pptx,slides
Q171,Introduction to Compilers,What is hybrid implementation and what is Just-In-Time (JIT) compilation?,Hybrid implementation combines compilation and interpretation. The source program is first compiled into an intermediate representation (such as bytecode) and then that intermediate code is executed by a virtual machine rather than converting directly to native machine code. Example: Java source code is compiled into bytecode which the Java Virtual Machine (JVM) then executes. Similarly Python compiles to bytecode executed by the Python Virtual Machine (PVM) and C# compiles to CIL executed by the .NET CLR. Just-In-Time (JIT) compilation compiles code during program execution rather than before it — combining interpreter flexibility with compiled-code speed. Frequently executed (hot) code is detected and compiled into native machine code for faster execution. JIT is used in many virtual machines and modern language runtimes.,Interpretation_Detailed_Notes_on_Compilers_.pptx,slides
Q172,Introduction to Compilers,What is a formal grammar and what are its four components?,A formal grammar G is defined as a 4-tuple G = (N Σ S P) where: N is the set of non-terminal symbols (representing patterns or groupings of symbols that can be replaced by production rules) Σ is the set of terminal symbols (symbols that appear in the final generated string — keywords operators and other basic tokens of the language) S is the start symbol (the first symbol used to generate strings — it is the root from which all derivations begin) and P is the set of production rules (transformations from non-terminals to sequences of terminals and/or non-terminals — each rule has a head and a body written as Head → Body). A grammar's syntax defines the structure and valid ordering of symbol sequences.,Midsem_Questions_Extracted.docx,Q2-3
Q173,Introduction to Compilers,What is the purpose of a grammar and what does it mean for a grammar to be ambiguous?,A grammar specifies valid symbol sequences (syntax) — it defines the alphabet and valid constructs of a language and generates strings belonging to that language. A language in formal grammar theory is a set of strings generated from the grammar. A grammar is ambiguous when a single string can be generated in more than one way — i.e. there exist multiple distinct derivation trees (parse trees) for the same string. Ambiguity is detected by testing whether unique derivation exists for all strings. An unambiguous grammar guarantees exactly one parse tree for every valid string which is essential for deterministic parsing.,Midsem_Questions_Extracted.docx,Q2-9
